company,position,location,degree requirement,working years,salary range,sponsorship,citizenship,experience level,link
Meta,"Research Intern, Body Capture, Reconstruction, and Rendering","Redmond, WA",PhD,2,"$7,500/month to $11,333/month",Yes,No,Intern,https://www.metacareers.com/v2/jobs/876741373599052/
